Site Name,Country,Region,Category,Year Inscribed,Is Endangered,Longitude,Latitude,Area (ha),UNESCO Criteria,Endangered Status (Year),Year Listed Endangered,Delisting Year,Site ID
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,"Croatia,Italy,Montenegro",Europe and North America,Cultural,2017,Not Endangered,9.663611111,45.70333333,378.37,(iii)(iv),,,,1533
Erzgebirge/Krušnohoří Mining Region,"Czechia,Germany",Europe and North America,Cultural,2019,Not Endangered,12.83734444,50.40652778,6766.057,(ii)(iii)(iv),,,,1478
Wadden Sea,"Denmark,Germany,Netherlands",Europe and North America,Natural,2009,Not Endangered,8.556111111,53.52861111,0,(viii)(ix)(x),,,,1314
High Coast / Kvarken Archipelago,"Finland,Sweden",Europe and North America,Natural,2000,Not Endangered,21.3,63.3,336900,(viii),,,,898
Pyrénées - Mont Perdu,"France,Spain",Europe and North America,Mixed,1997,Not Endangered,-0.0005,42.68542,30639,(iii)(iv)(v)(vii)(viii),,,,773
Stone Circles of Senegambia,"Gambia (the),Senegal",Africa,Cultural,2006,Not Endangered,-15.5225,13.69111111,9.85,(i)(iii),,,,1226
Muskauer Park / Park Mużakowski,"Germany,Poland",Europe and North America,Cultural,2004,Not Endangered,14.72644444,51.57930556,348,(i)(iv),,,,1127
Frontiers of the Roman Empire,"Germany,United Kingdom of Great Britain and Northern Ireland",Europe and North America,Cultural,1987,Not Endangered,-2.601,54.99261111,526.9,(ii)(iii)(iv),,,,430
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Holy See,Italy",Europe and North America,Cultural,1980,Not Endangered,12.49230556,41.89022222,1430.8,(i)(ii)(iii)(iv)(vi),,,,91
Caves of Aggtelek Karst and Slovak Karst,"Hungary,Slovakia",Europe and North America,Natural,1995,Not Endangered,20.48687,48.47573,56650.57,(viii),,,,725
Monte San Giorgio,"Italy,Switzerland",Europe and North America,Natural,2003,Not Endangered,8.913888889,45.88888889,1089.34,(viii),,,,1090
Rhaetian Railway in the Albula / Bernina Landscapes,"Italy,Switzerland",Europe and North America,Cultural,2008,Not Endangered,9.846388889,46.49833333,152.42,(ii)(iv),,,,1276
Western Tien-Shan,"Kazakhstan,Kyrgyzstan,Uzbekistan",Asia and the Pacific,Natural,2016,Not Endangered,0,0,0,(x),,,,1490
Maloti-Drakensberg Park,"Lesotho,South Africa",Africa,Mixed,2000,Not Endangered,29.12305556,-29.76527778,249313,(i)(iii)(vii)(x),,,,985
Curonian Spit,"Lithuania,Russian Federation",Europe and North America,Cultural,2000,Not Endangered,20.96239,55.27458,33021,(v),,,,994
Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,"Poland,Ukraine",Europe and North America,Cultural,2013,Not Endangered,21.03222222,49.53388889,7.03,(iii)(iv),,,,1424
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,"Portugal,Spain",Europe and North America,Cultural,1998,Not Endangered,-6.661111111,40.6975,0,(i)(iii),,,,866
Uvs Nuur Basin,"Russian Federation,Mongolia","Europe and North America,Asia and the Pacific",Natural,2003,Not Endangered,92.71972222,50.275,898063.5,(ix)(x),,,,769
Landscapes of Dauria,"Russian Federation,Mongolia","Europe and North America,Asia and the Pacific",Natural,2017,Not Endangered,115.4254444,49.93022222,912624,(ix)(x),,,,1448
Heritage of Mercury. Almadén and Idrija,"Slovenia,Spain",Europe and North America,Cultural,2012,Not Endangered,-4.838888889,38.77527778,104.1,(ii)(iv),,,,1313
Mosi-oa-Tunya / Victoria Falls,"Zambia,Zimbabwe",Africa,Natural,1989,Not Endangered,25.85539,-17.92453,6860,(vii)(viii),,,,509
